,n,m,k,GPMC_blame_ot,GPMC_blame_mt,GPMC_mod_blame_ot,GPMC_mod_blame_mt,GPMC_influence_ot,GPMC_influence_mt,BDD_blame_ot,BDD_blame_mt,BDD_mod_blame_ot,BDD_mod_blame_mt,BDD_influence_ot,BDD_influence_mt,BDD_dominating_cgm_ot,BDD_dominating_cgm_mt
1433,13,39,3,,,,,57.17229843139648,56.54144287109375,,,,,,,,
1434,13,39,3,,,,,55.01723289489746,54.54063415527344,,,,,,,,
1435,13,39,3,,,,,60.31370162963867,59.7686767578125,,,,,,,,
1436,13,39,3,,,,,63.26627731323242,62.77036666870117,,,,,,,,
1437,13,39,3,,,,,53.12347412109375,52.64616012573242,,,,,,,,
1438,13,39,3,,,,,80.31868934631348,79.833984375,,,,,,,,
1439,13,39,3,,,,,54.03685569763184,53.57933044433594,,,,,,,,
1440,13,39,3,,,,,52.7796745300293,52.301883697509766,,,,,,,,
1441,13,39,3,,,,,57.579755783081055,57.12723731994629,,,,,,,,
1442,13,39,3,,,,,56.86020851135254,56.405067443847656,,,,,,,,
1443,13,39,3,,,,,57.96670913696289,57.4040412902832,,,,,,,,
1444,13,39,3,,,,,58.58826637268066,58.12978744506836,,,,,,,,
1445,13,39,3,,,,,59.60798263549805,59.16404724121094,,,,,,,,
1446,13,39,3,,,,,87.39304542541504,86.90142631530762,,,,,,,,
1447,13,39,3,,,,,63.11154365539551,62.630653381347656,,,,,,,,
1448,16,48,3,,,,,,,,,,,,,2.8944015502929688,1.358747482299805
1449,16,48,3,,,,,,,,,,,,,3.5076141357421875,1.8732547760009768
1450,16,48,3,,,,,,,,,,,,,3.762960433959961,2.532482147216797
1451,16,48,3,,,,,,,,,,,,,3.048896789550781,1.5180110931396484
1452,16,48,3,,,,,,,,,,,,,1.711130142211914,0.67138671875
1453,16,48,3,,,,,,,,,,,,,3.112077713012696,1.9681453704833984
1454,16,48,3,,,,,,,27.72045135498047,26.7179012298584,,,,,,
1455,16,48,3,,,,,,,15.786409378051758,14.963150024414062,,,,,,
1456,16,48,3,,,,,,,20.150184631347656,19.24300193786621,,,,,,
1457,16,48,3,,,,,,,14.544248580932615,13.47970962524414,,,,,,
1458,16,48,3,,,,,,,20.487546920776367,19.696712493896484,,,,,,
1459,16,48,3,,,,,,,,,19.66404914855957,18.64147186279297,,,,
1460,16,48,3,,,,,,,,,9.484291076660156,8.686542510986328,,,,
1461,16,48,3,,,,,,,,,3.624677658081055,2.8226375579833984,,,,
1462,16,48,3,,,,,,,,,11.616706848144531,10.79106330871582,,,,
1463,16,48,3,,,,,,,,,14.524459838867188,13.746976852416992,,,,
1464,16,48,3,,,,,,,,,,,1.269817352294922,0.0667572021484375,,
1465,16,48,3,,,,,,,,,,,0.8714199066162109,0.0591278076171875,,
1466,16,48,3,,,,,,,,,,,0.8890628814697266,0.064849853515625,,
1467,16,48,3,,,,,,,,,,,0.8697509765625,0.0586509704589843,,
1468,16,48,3,,,,,,,,,,,0.9009838104248048,0.0622272491455078,,
1469,16,48,3,6269.211292266846,6268.397569656372,,,,,,,,,,,,
1470,16,48,3,5643.035411834717,5642.455101013184,,,,,,,,,,,,
1471,16,48,3,5631.396055221558,5630.670070648193,,,,,,,,,,,,
1472,16,48,3,5280.9388637542725,5280.329704284668,,,,,,,,,,,,
1473,16,48,3,5733.629941940308,5733.025789260864,,,,,,,,,,,,
1474,16,48,3,,,5766.400575637817,5765.368938446045,,,,,,,,,,
1475,16,48,3,,,5384.561538696289,5383.728742599487,,,,,,,,,,
1476,16,48,3,,,5133.575201034546,5132.99036026001,,,,,,,,,,
1477,16,48,3,,,5125.138998031616,5124.576807022095,,,,,,,,,,
1478,16,48,3,,,4878.939151763916,4878.381252288818,,,,,,,,,,
1479,16,48,3,,,,,82.1073055267334,80.97696304321289,,,,,,,,
1480,16,48,3,,,,,76.91216468811035,76.31278038024902,,,,,,,,
1481,16,48,3,,,,,72.32332229614258,71.74515724182129,,,,,,,,
1482,16,48,3,,,,,100.36015510559082,99.78556632995604,,,,,,,,
1483,16,48,3,,,,,73.77481460571289,73.23575019836426,,,,,,,,
1484,19,57,3,,,,,,,,,,,,,5.7888031005859375,3.1599998474121094
1485,19,57,3,,,,,,,,,,,,,4.427194595336914,2.815485000610352
1486,19,57,3,,,,,,,,,,,,,3.933191299438477,1.9521713256835933
1487,19,57,3,,,,,,,,,,,,,4.986286163330078,1.90424919128418
1488,19,57,3,,,,,,,,,,,,,2.723217010498047,0.6985664367675781
1489,19,57,3,,,,,,,93.458890914917,92.25916862487792,,,,,,
1490,19,57,3,,,,,,,32.66119956970215,31.46576881408692,,,,,,
1491,19,57,3,,,,,,,35.14647483825684,34.180402755737305,,,,,,
1492,19,57,3,,,,,,,50.25672912597656,49.29280281066895,,,,,,
1493,19,57,3,,,,,,,14.867544174194336,13.632535934448242,,,,,,
1494,19,57,3,,,,,,,,,89.56623077392578,88.23776245117188,,,,
1495,19,57,3,,,,,,,,,27.573823928833008,26.36289596557617,,,,
1496,19,57,3,,,,,,,,,4.633188247680664,3.6764144897460938,,,,
1497,19,57,3,,,,,,,,,57.47413635253906,56.5176010131836,,,,
1498,19,57,3,,,,,,,,,6.090641021728516,4.871606826782227,,,,
1499,19,57,3,,,,,,,,,,,1.3544559478759766,0.0729560852050781,,
1500,19,57,3,,,,,,,,,,,1.0290145874023438,0.0643730163574218,,
1501,19,57,3,,,,,,,,,,,1.0476112365722656,0.066995620727539,,
1502,19,57,3,,,,,,,,,,,1.079559326171875,0.0643730163574218,,
1503,19,57,3,,,,,,,,,,,1.0704994201660156,0.06103515625,,
1504,19,57,3,64666.88060760498,64665.9197807312,,,,,,,,,,,,
1505,19,57,3,48467.888593673706,48467.1003818512,,,,,,,,,,,,
1506,19,57,3,49463.03701400757,49462.048292160034,,,,,,,,,,,,
1507,19,57,3,60075.262784957886,60074.467182159424,,,,,,,,,,,,
1508,19,57,3,7607.345819473267,7606.6155433654785,,,,,,,,,,,,
1509,19,57,3,,,63234.33995246887,63233.60776901245,,,,,,,,,,
1510,19,57,3,,,54241.854190826416,54241.09578132629,,,,,,,,,,
1511,19,57,3,,,40391.21508598328,40390.501499176025,,,,,,,,,,
1512,19,57,3,,,62830.07717132568,62829.307317733765,,,,,,,,,,
1513,19,57,3,,,1556.035757064819,1555.3381443023682,,,,,,,,,,
1514,19,57,3,,,,,135.6194019317627,134.89747047424316,,,,,,,,
1515,19,57,3,,,,,91.75539016723631,90.94619750976562,,,,,,,,
1516,19,57,3,,,,,88.16838264465332,87.4016284942627,,,,,,,,
1517,19,57,3,,,,,89.89310264587402,89.02740478515625,,,,,,,,
1518,19,57,3,,,,,95.49379348754884,94.64788436889648,,,,,,,,
1519,22,66,3,,,,,,,,,,,,,10.756731033325195,7.760524749755859
1520,22,66,3,,,,,,,,,,,,,6.155967712402344,3.192424774169922
1521,22,66,3,,,,,,,,,,,,,6.64830207824707,2.8302669525146484
1522,22,66,3,,,,,,,,,,,,,5.988359451293945,3.6776065826416016
1523,22,66,3,,,,,,,,,,,,,6.844520568847656,3.8802623748779297
1524,22,66,3,,,,,,,525.0804424285889,523.8368511199951,,,,,,
1525,22,66,3,,,,,,,159.1179370880127,157.69004821777344,,,,,,
1526,22,66,3,,,,,,,250.9293556213379,249.5379447937012,,,,,,
1527,22,66,3,,,,,,,497.8361129760742,496.3531494140625,,,,,,
1528,22,66,3,,,,,,,243.87407302856445,242.48528480529785,,,,,,
1529,22,66,3,,,,,,,,,531.5158367156982,529.8645496368408,,,,
1530,22,66,3,,,,,,,,,368.0140972137451,366.452693939209,,,,
1531,22,66,3,,,,,,,,,312.5603199005127,310.46104431152344,,,,
1532,22,66,3,,,,,,,,,447.0703601837158,445.2686309814453,,,,
1533,22,66,3,,,,,,,,,439.0926361083984,437.03746795654297,,,,
1534,22,66,3,,,,,,,,,,,2.549409866333008,0.0960826873779296,,
1535,22,66,3,,,,,,,,,,,2.033233642578125,0.1027584075927734,,
1536,22,66,3,,,,,,,,,,,1.8842220306396484,0.0684261322021484,,
1537,22,66,3,,,,,,,,,,,1.530170440673828,0.0753402709960937,,
1538,22,66,3,,,,,,,,,,,2.1820068359375,0.1268386840820312,,
1539,22,66,3,,,,,198.03380966186523,195.9564685821533,,,,,,,,
1540,22,66,3,,,,,104.79736328125,103.96432876586914,,,,,,,,
1541,22,66,3,,,,,106.70161247253418,105.9103012084961,,,,,,,,
1542,22,66,3,,,,,113.9528751373291,113.13557624816896,,,,,,,,
1543,22,66,3,,,,,133.31222534179688,132.48848915100098,,,,,,,,
1544,25,75,3,,,,,,,,,,,,,7.369041442871094,1.5332698822021484
1545,22,66,3,,,,,,,,,,,,,5.264759063720703,1.984834671020508
1546,22,66,3,,,,,,,,,,,,,9.703874588012695,5.710363388061523
1547,22,66,3,,,,,,,,,,,,,2.907037734985352,0.0085830688476562
1548,22,66,3,,,,,,,,,,,,,12.373208999633787,9.641647338867188
1549,22,66,3,,,,,,,,,,,,,14.490127563476562,10.464191436767578
1550,22,66,3,,,,,,,39.13497924804688,37.38999366760254,,,,,,
1551,22,66,3,,,,,,,348.1736183166504,347.06640243530273,,,,,,
1552,22,66,3,,,,,,,1.8129348754882808,0.019073486328125,,,,,,
1553,22,66,3,,,,,,,452.1934986114502,451.0800838470459,,,,,,
1554,22,66,3,,,,,,,620.8314895629883,619.1163063049316,,,,,,
1555,22,66,3,,,,,,,,,55.069684982299805,53.33805084228516,,,,
1556,22,66,3,,,,,,,,,525.6860256195068,524.4853496551514,,,,
1557,22,66,3,,,,,,,,,1.518964767456055,0.0200271606445312,,,,
1558,22,66,3,,,,,,,,,716.5019512176514,715.1894569396973,,,,
1559,22,66,3,,,,,,,,,604.5005321502686,602.5583744049072,,,,
1560,22,66,3,,,,,,,,,,,2.120256423950196,0.0693798065185546,,
1561,22,66,3,,,,,,,,,,,1.7290115356445312,0.0720024108886718,,
1562,22,66,3,,,,,,,,,,,1.649618148803711,0.0209808349609375,,
1563,22,66,3,,,,,,,,,,,1.857757568359375,0.110626220703125,,
1564,22,66,3,,,,,,,,,,,1.3363361358642578,0.0779628753662109,,
1565,22,66,3,,,,,186.3417625427246,185.3702068328857,,,,,,,,
1566,22,66,3,,,,,107.70392417907716,106.78958892822266,,,,,,,,
1567,22,66,3,,,,,98.38247299194336,97.49865531921388,,,,,,,,
1568,22,66,3,,,,,107.2385311126709,106.36186599731444,,,,,,,,
1569,22,66,3,,,,,138.04149627685547,137.18366622924805,,,,,,,,
1570,22,66,3,,,,,,,,,,,,,5.7373046875,1.9075870513916016
1571,22,66,3,,,,,,,,,,,,,9.065866470336914,6.305932998657227
1572,22,66,3,,,,,,,,,,,,,6.506443023681641,3.5104751586914062
1573,22,66,3,,,,,,,,,,,,,8.301019668579102,5.630970001220703
1574,22,66,3,,,,,,,,,,,,,5.700826644897461,1.6863346099853516
1575,22,66,3,,,,,,,304.52585220336914,303.17115783691406,,,,,,
1576,22,66,3,,,,,,,357.9223155975342,356.0667037963867,,,,,,
1577,22,66,3,,,,,,,165.2231216430664,163.499116897583,,,,,,
1578,22,66,3,,,,,,,498.3534812927246,496.9198703765869,,,,,,
1579,22,66,3,,,,,,,41.2755012512207,39.79825973510742,,,,,,
1580,22,66,3,,,,,,,,,9.394645690917969,8.014440536499023,,,,
1581,22,66,3,,,,,,,,,623.6944198608398,622.5943565368652,,,,
1582,22,66,3,,,,,,,,,559.6923828125,558.2387447357178,,,,
1583,22,66,3,,,,,,,,,427.236557006836,424.5824813842773,,,,
1584,22,66,3,,,,,,,,,57.680606842041016,56.032657623291016,,,,
1585,22,66,3,,,,,,,,,,,3.1681060791015625,0.1232624053955078,,
1586,22,66,3,,,,,,,,,,,2.49481201171875,0.1385211944580078,,
1587,22,66,3,,,,,,,,,,,1.9423961639404297,0.0855922698974609,,
1588,22,66,3,,,,,,,,,,,2.0923614501953125,0.1125335693359375,,
1589,22,66,3,,,,,,,,,,,1.2319087982177734,0.0674724578857421,,
1590,22,66,3,,,,,192.92593002319336,191.6790008544922,,,,,,,,
1591,22,66,3,,,,,102.278470993042,101.42135620117188,,,,,,,,
1592,22,66,3,,,,,107.82384872436523,106.95981979370116,,,,,,,,
1593,22,66,3,,,,,106.55522346496582,105.72481155395508,,,,,,,,
1594,22,66,3,,,,,128.74460220336914,127.87699699401855,,,,,,,,
1595,25,75,3,,,,,,,,,,,,,8.582353591918945,3.5552978515625
1596,25,75,3,,,,,,,,,,,,,31.09145164489746,24.1851806640625
1597,25,75,3,,,,,,,,,,,,,18.98455619812012,11.084794998168944
1598,25,75,3,,,,,,,,,,,,,8.543729782104492,4.611968994140625
1599,25,75,3,,,,,,,,,,,,,5.035877227783203,1.484394073486328
1600,25,75,3,,,,,,,46.19598388671875,44.7995662689209,,,,,,
1601,25,75,3,,,,,,,7444.515228271484,7443.287849426269,,,,,,
1602,25,75,3,,,,,,,2356.616735458374,2347.894191741944,,,,,,
1603,25,75,3,,,,,,,289.4139289855957,284.4545841217041,,,,,,
1604,25,75,3,,,,,,,161.16046905517578,157.1033000946045,,,,,,
1605,25,75,3,,,,,,,,,37.247419357299805,31.740427017211918,,,,
1606,25,75,3,,,,,,,,,7647.623062133789,7640.181303024292,,,,
1607,25,75,3,,,,,,,,,2664.003372192383,2653.9130210876465,,,,
1608,25,75,3,,,,,,,,,366.0299777984619,360.72516441345215,,,,
1609,25,75,3,,,,,,,,,133.26096534729004,129.044771194458,,,,
1610,25,75,3,,,,,,,,,,,6.4239501953125,0.1235008239746093,,
1611,25,75,3,,,,,,,,,,,9.990692138671877,0.4723072052001953,,
1612,25,75,3,,,,,,,,,,,2.81977653503418,0.1726150512695312,,
1613,25,75,3,,,,,,,,,,,1.3270378112792969,0.070810317993164,,
1614,25,75,3,,,,,,,,,,,1.329183578491211,0.06866455078125,,
1615,25,75,3,,,,,127.16317176818848,125.70452690124512,,,,,,,,
1616,25,75,3,,,,,128.29160690307617,127.39849090576172,,,,,,,,
1617,25,75,3,,,,,240.80967903137207,239.8931980133057,,,,,,,,
1618,25,75,3,,,,,119.32134628295898,118.4227466583252,,,,,,,,
1619,25,75,3,,,,,93.35446357727052,92.43106842041016,,,,,,,,
1620,28,84,3,,,,,,,,,,,,,15.278339385986328,7.097959518432617
1621,28,84,3,,,,,,,,,,,,,58.913469314575195,45.23968696594238
1622,28,84,3,,,,,,,,,,,,,13.818740844726562,2.9752254486083984
1623,28,84,3,,,,,,,,,,,,,28.202533721923828,12.70914077758789
1624,28,84,3,,,,,,,,,,,,,20.316362380981445,8.38017463684082
1625,28,84,3,,,,,,,,,,,,,42.76847839355469,33.0657958984375
